date,code,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7
2023-01-03,12,0.12343576550483704,0.24029874801635742,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-01-04,50,0.09537574648857117,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-01-05,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-01-06,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-01-09,50,0.09537575393915176,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-01-10,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-01-11,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-01-12,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-01-13,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-01-17,12,0.12343577295541763,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-01-18,12,0.12343577295541763,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-01-19,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-01-20,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-01-23,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.3056609630584717,0.07527678459882736
2023-01-24,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.3056609630584717,0.07527678459882736
2023-01-25,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-01-26,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-01-27,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-01-30,12,0.12343577295541763,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372210502625,0.6430491209030151
2023-01-31,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-02-01,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-02-02,28,0.15604552626609802,0.0882553830742836,-4.4984129467325854e-21,6.80079949983683e-21,1.7215324987773784e-06,0.08662047237157822,0.2549857497215271,0.26713433861732483
2023-02-03,50,0.09537575393915176,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-02-06,28,0.15604552626609802,0.0882553830742836,-4.4984129467325854e-21,6.80079949983683e-21,1.7215324987773784e-06,0.08662047237157822,0.2549857497215271,0.26713433861732483
2023-02-07,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-02-08,12,0.12343577295541763,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-02-09,50,0.09537575393915176,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852418422699,0.5772969126701355,0.5032516121864319
2023-02-10,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692674666643143,0.3293631374835968
2023-02-13,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.3056609630584717,0.07527678459882736
2023-02-14,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-02-15,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-02-16,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.3056609630584717,0.07527678459882736
2023-02-17,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-02-21,12,0.12343577295541763,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-02-22,28,0.15604552626609802,0.0882553830742836,-4.4984129467325854e-21,6.80079949983683e-21,1.7215324987773784e-06,0.08662047237157822,0.2549857497215271,0.26713433861732483
2023-02-23,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068693637848,0.010692673735320568,0.3293631374835968
2023-02-24,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-02-27,12,0.12343577295541763,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-02-28,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-03-01,12,0.12343577295541763,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372210502625,0.6430491209030151
2023-03-02,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-03-03,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-03-06,50,0.09537575393915176,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-03-07,12,0.12343577295541763,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284373700618744,0.6430491209030151
2023-03-08,12,0.12343578040599823,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372210502625,0.6430491209030151
2023-03-09,50,0.09537575393915176,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-03-10,12,0.12343577295541763,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372210502625,0.6430491209030151
2023-03-13,50,0.09537574648857117,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-03-14,50,0.09537575393915176,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-03-15,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-03-16,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566102266311646,0.07527678459882736
2023-03-17,12,0.12343577295541763,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-03-20,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-03-21,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-03-22,28,0.15604552626609802,0.0882553830742836,-4.4984129467325854e-21,6.80079949983683e-21,1.7215324987773784e-06,0.08662047237157822,0.2549857497215271,0.26713433861732483
2023-03-23,50,0.09537575393915176,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-03-24,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-03-27,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-03-28,50,0.09537576138973236,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-03-29,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-03-30,12,0.12343576550483704,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-03-31,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-04-03,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-04-04,12,0.12343578040599823,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-04-05,12,0.12343576550483704,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-04-06,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-04-10,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-04-11,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-04-12,50,0.09537575393915176,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-04-13,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-04-14,12,0.12343576550483704,0.2402987778186798,2.1665005694041725e-20,-1.396367858550834e-30,1.3982020391267724e-05,0.3182082772254944,0.11284372955560684,0.6430491209030151
2023-04-17,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-04-18,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
2023-04-19,34,0.6172388195991516,0.23484039306640625,4.664922587737316e-42,-1.9976630647721727e-40,-5.605193857299268e-43,0.012928340584039688,0.30566099286079407,0.07527678459882736
2023-04-20,50,0.09537574648857117,0.26966404914855957,-2.525792058451542e-32,6.698653125451043e-16,-1.3570174328521529e-41,0.1087852269411087,0.5772969126701355,0.5032516121864319
2023-04-21,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692674666643143,0.3293631374835968
2023-04-24,22,0.47534704208374023,0.4186112880706787,-7.847271400218976e-44,-3.0036942444602057e-37,-5.581985768284058e-16,0.1382068544626236,0.010692673735320568,0.3293631374835968
