date,code,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7
2023-01-03,31,0.1629212498664856,0.1665515899658203,0.003921376541256905,0.14746052026748657,0.005660386756062508,-8.845363135522033e-14,-4.319645227450486e-13,4.148233406081614e-13
2023-01-04,53,0.023940319195389748,0.0004277289845049381,0.024368783459067345,0.08578764647245407,0.04361531883478165,1.809550176368191e-09,-1.991245198951219e-06,6.336547730967368e-09
2023-01-05,7,0.13057146966457367,0.008782850578427315,0.02669244073331356,0.1613282412290573,0.037315964698791504,-1.530407578442805e-09,-2.4741320103771614e-12,-1.7719892184686614e-06
2023-01-06,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-09,7,0.13057146966457367,0.008782850578427315,0.02669244073331356,0.1613282412290573,0.037315964698791504,-1.530407578442805e-09,-2.4741320103771614e-12,-1.7719892184686614e-06
2023-01-10,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-11,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-12,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-13,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-17,31,0.1629212498664856,0.1665516197681427,0.003921376541256905,0.14746049046516418,0.005660386756062508,-8.845363135522033e-14,-4.319645227450486e-13,4.148233406081614e-13
2023-01-18,31,0.1629212498664856,0.1665516197681427,0.003921376541256905,0.14746049046516418,0.005660386756062508,-8.845363135522033e-14,-4.319645227450486e-13,4.148233406081614e-13
2023-01-19,17,0.02578229084610939,0.00033064186573028564,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-20,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-23,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-24,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-25,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-26,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-27,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-01-30,31,0.1629212349653244,0.1665516197681427,0.003921376541256905,0.14746049046516418,0.005660386756062508,-8.845363135522033e-14,-4.319645227450486e-13,4.148233406081614e-13
2023-01-31,17,0.02578229084610939,0.0003306423604954034,0.13799238204956055,0.039486292749643326,0.16730612516403198,1.8684569169646892e-10,-3.776167822877596e-09,-3.164344661854557e-07
2023-02-01,31,0.1629212349653244,0.1665516197681427,0.003921376541256905,0.14746049046516418,0.005660386756062508,-8.845363135522033e-14,-4.319645227450486e-13,4.148233406081614e-13
2023-02-02,53,0.023940319195389748,0.0004277289845049381,0.024368785321712494,0.08578764647245407,0.043615322560071945,1.809550176368191e-09,-1.991245198951219e-06,6.336547730967368e-09
2023-02-03,31,0.1629212349653244,0.1665516197681427,0.003921376541256905,0.14746049046516418,0.005660386756062508,-8.845363135522033e-14,-4.319645227450486e-13,4.148233406081614e-13
2023-02-06,53,0.0239403173327446,0.0004277289845049381,0.024368781596422195,0.08578764647245407,0.043615322560071945,1.809550176368191e-09,-1.991245198951219e-06,6.336547730967368e-09
2023-02-07,7,0.13057146966457367,0.008782850578427315,0.02669244259595871,0.1613282412290573,0.037315964698791504,-1.530407578442805e-09,-2.4741320103771614e-12,-1.7719892184686614e-06
2023-02-08,31,0.1629212498664856,0.1665516197681427,0.003921376541256905,0.14746049046516418,0.005660386756062508,-8.845363135522033e-14,-4.319645227450486e-13,4.148233406081614e-13
